0	Generic	NotDef	NOTDEF
13933	Hangul	OldHangul-TrailingConsonants	uniD7DD.tjmo2
13934	Hangul	OldHangul-TrailingConsonants	uniD7DE.tjmo2
13935	Hangul	OldHangul-TrailingConsonants	uniD7DF.tjmo2
13936	Hangul	OldHangul-TrailingConsonants	uniD7E0.tjmo2
13937	Hangul	OldHangul-TrailingConsonants	uniD7E1.tjmo2
13938	Hangul	OldHangul-TrailingConsonants	uniD7E2.tjmo2
13939	Hangul	OldHangul-TrailingConsonants	uniD7E3.tjmo2
13940	Hangul	OldHangul-TrailingConsonants	uniD7E4.tjmo2
13941	Hangul	OldHangul-TrailingConsonants	uniD7E5.tjmo2
13942	Hangul	OldHangul-TrailingConsonants	uniD7E6.tjmo2
13943	Hangul	OldHangul-TrailingConsonants	uniD7E7.tjmo2
13944	Hangul	OldHangul-TrailingConsonants	uniD7E8.tjmo2
13945	Hangul	OldHangul-TrailingConsonants	uniD7E9.tjmo2
13946	Hangul	OldHangul-TrailingConsonants	uniD7EA.tjmo2
13947	Hangul	OldHangul-TrailingConsonants	uniD7EB.tjmo2
13948	Hangul	OldHangul-TrailingConsonants	uniD7EC.tjmo2
13949	Hangul	OldHangul-TrailingConsonants	uniD7ED.tjmo2
13950	Hangul	OldHangul-TrailingConsonants	uniD7EE.tjmo2
13951	Hangul	OldHangul-TrailingConsonants	uniD7EF.tjmo2
13952	Hangul	OldHangul-TrailingConsonants	uniD7F0.tjmo2
13953	Hangul	OldHangul-TrailingConsonants	uniD7F1.tjmo2
13954	Hangul	OldHangul-TrailingConsonants	uniD7F2.tjmo2
13955	Hangul	OldHangul-TrailingConsonants	uniD7F3.tjmo2
13956	Hangul	OldHangul-TrailingConsonants	uniD7F4.tjmo2
13957	Hangul	OldHangul-TrailingConsonants	uniD7F5.tjmo2
13958	Hangul	OldHangul-TrailingConsonants	uniD7F6.tjmo2
13959	Hangul	OldHangul-TrailingConsonants	uniD7F7.tjmo2
13960	Hangul	OldHangul-TrailingConsonants	uniD7F8.tjmo2
13961	Hangul	OldHangul-TrailingConsonants	uniD7F9.tjmo2
13962	Hangul	OldHangul-TrailingConsonants	uniD7FA.tjmo2
13963	Hangul	OldHangul-TrailingConsonants	uniD7FB.tjmo2
13964	Hangul	OldHangul-TrailingConsonants	uni11A8.tjmo3
13965	Hangul	OldHangul-TrailingConsonants	uni11A9.tjmo3
13966	Hangul	OldHangul-TrailingConsonants	uni11AA.tjmo3
13967	Hangul	OldHangul-TrailingConsonants	uni11AB.tjmo3
13968	Hangul	OldHangul-TrailingConsonants	uni11AC.tjmo3
13969	Hangul	OldHangul-TrailingConsonants	uni11AD.tjmo3
13970	Hangul	OldHangul-TrailingConsonants	uni11AE.tjmo3
13971	Hangul	OldHangul-TrailingConsonants	uni11AF.tjmo3
13972	Hangul	OldHangul-TrailingConsonants	uni11B0.tjmo3
13973	Hangul	OldHangul-TrailingConsonants	uni11B1.tjmo3
13974	Hangul	OldHangul-TrailingConsonants	uni11B2.tjmo3
13975	Hangul	OldHangul-TrailingConsonants	uni11B3.tjmo3
13976	Hangul	OldHangul-TrailingConsonants	uni11B4.tjmo3
13977	Hangul	OldHangul-TrailingConsonants	uni11B5.tjmo3
13978	Hangul	OldHangul-TrailingConsonants	uni11B6.tjmo3
13979	Hangul	OldHangul-TrailingConsonants	uni11B7.tjmo3
13980	Hangul	OldHangul-TrailingConsonants	uni11B8.tjmo3
13981	Hangul	OldHangul-TrailingConsonants	uni11B9.tjmo3
13982	Hangul	OldHangul-TrailingConsonants	uni11BA.tjmo3
13983	Hangul	OldHangul-TrailingConsonants	uni11BB.tjmo3
13984	Hangul	OldHangul-TrailingConsonants	uni11BC.tjmo3
13985	Hangul	OldHangul-TrailingConsonants	uni11BD.tjmo3
13986	Hangul	OldHangul-TrailingConsonants	uni11BE.tjmo3
13987	Hangul	OldHangul-TrailingConsonants	uni11BF.tjmo3
13988	Hangul	OldHangul-TrailingConsonants	uni11C0.tjmo3
13989	Hangul	OldHangul-TrailingConsonants	uni11C1.tjmo3
13990	Hangul	OldHangul-TrailingConsonants	uni11C2.tjmo3
13991	Hangul	OldHangul-TrailingConsonants	uni11C3.tjmo3
13992	Hangul	OldHangul-TrailingConsonants	uni11C4.tjmo3
13993	Hangul	OldHangul-TrailingConsonants	uni11C5.tjmo3
13994	Hangul	OldHangul-TrailingConsonants	uni11C6.tjmo3
13995	Hangul	OldHangul-TrailingConsonants	uni11C7.tjmo3
13996	Hangul	OldHangul-TrailingConsonants	uni11C8.tjmo3
13997	Hangul	OldHangul-TrailingConsonants	uni11C9.tjmo3
13998	Hangul	OldHangul-TrailingConsonants	uni11CA.tjmo3
13999	Hangul	OldHangul-TrailingConsonants	uni11CB.tjmo3
14000	Hangul	OldHangul-TrailingConsonants	uni11CC.tjmo3
14001	Hangul	OldHangul-TrailingConsonants	uni11CD.tjmo3
14002	Hangul	OldHangul-TrailingConsonants	uni11CE.tjmo3
14003	Hangul	OldHangul-TrailingConsonants	uni11CF.tjmo3
14004	Hangul	OldHangul-TrailingConsonants	uni11D0.tjmo3
14005	Hangul	OldHangul-TrailingConsonants	uni11D1.tjmo3
14006	Hangul	OldHangul-TrailingConsonants	uni11D2.tjmo3
14007	Hangul	OldHangul-TrailingConsonants	uni11D3.tjmo3
14008	Hangul	OldHangul-TrailingConsonants	uni11D4.tjmo3
14009	Hangul	OldHangul-TrailingConsonants	uni11D5.tjmo3
14010	Hangul	OldHangul-TrailingConsonants	uni11D6.tjmo3
14011	Hangul	OldHangul-TrailingConsonants	uni11D7.tjmo3
14012	Hangul	OldHangul-TrailingConsonants	uni11D8.tjmo3
14013	Hangul	OldHangul-TrailingConsonants	uni11D9.tjmo3
14014	Hangul	OldHangul-TrailingConsonants	uni11DA.tjmo3
14015	Hangul	OldHangul-TrailingConsonants	uni11DB.tjmo3
14016	Hangul	OldHangul-TrailingConsonants	uni11DC.tjmo3
14017	Hangul	OldHangul-TrailingConsonants	uni11DD.tjmo3
14018	Hangul	OldHangul-TrailingConsonants	uni11DE.tjmo3
14019	Hangul	OldHangul-TrailingConsonants	uni11DF.tjmo3
14020	Hangul	OldHangul-TrailingConsonants	uni11E0.tjmo3
14021	Hangul	OldHangul-TrailingConsonants	uni11E1.tjmo3
14022	Hangul	OldHangul-TrailingConsonants	uni11E2.tjmo3
14023	Hangul	OldHangul-TrailingConsonants	uni11E3.tjmo3
14024	Hangul	OldHangul-TrailingConsonants	uni11E4.tjmo3
14025	Hangul	OldHangul-TrailingConsonants	uni11E5.tjmo3
14026	Hangul	OldHangul-TrailingConsonants	uni11E6.tjmo3
14027	Hangul	OldHangul-TrailingConsonants	uni11E7.tjmo3
14028	Hangul	OldHangul-TrailingConsonants	uni11E8.tjmo3
14029	Hangul	OldHangul-TrailingConsonants	uni11E9.tjmo3
14030	Hangul	OldHangul-TrailingConsonants	uni11EA.tjmo3
14031	Hangul	OldHangul-TrailingConsonants	uni11EB.tjmo3
14032	Hangul	OldHangul-TrailingConsonants	uni11EC.tjmo3
14033	Hangul	OldHangul-TrailingConsonants	uni11ED.tjmo3
14034	Hangul	OldHangul-TrailingConsonants	uni11EE.tjmo3
14035	Hangul	OldHangul-TrailingConsonants	uni11EF.tjmo3
14036	Hangul	OldHangul-TrailingConsonants	uni11F0.tjmo3
14037	Hangul	OldHangul-TrailingConsonants	uni11F1.tjmo3
14038	Hangul	OldHangul-TrailingConsonants	uni11F2.tjmo3
14039	Hangul	OldHangul-TrailingConsonants	uni11F3.tjmo3
14040	Hangul	OldHangul-TrailingConsonants	uni11F4.tjmo3
14041	Hangul	OldHangul-TrailingConsonants	uni11F5.tjmo3
14042	Hangul	OldHangul-TrailingConsonants	uni11F6.tjmo3
14043	Hangul	OldHangul-TrailingConsonants	uni11F7.tjmo3
14044	Hangul	OldHangul-TrailingConsonants	uni11F8.tjmo3
14045	Hangul	OldHangul-TrailingConsonants	uni11F9.tjmo3
14046	Hangul	OldHangul-TrailingConsonants	uni11FA.tjmo3
14047	Hangul	OldHangul-TrailingConsonants	uni11FB.tjmo3
14048	Hangul	OldHangul-TrailingConsonants	uni11FC.tjmo3
14049	Hangul	OldHangul-TrailingConsonants	uni11FD.tjmo3
14050	Hangul	OldHangul-TrailingConsonants	uni11FE.tjmo3
14051	Hangul	OldHangul-TrailingConsonants	uni11FF.tjmo3
14052	Hangul	OldHangul-TrailingConsonants	uniD7CB.tjmo3
14053	Hangul	OldHangul-TrailingConsonants	uniD7CC.tjmo3
14054	Hangul	OldHangul-TrailingConsonants	uniD7CD.tjmo3
14055	Hangul	OldHangul-TrailingConsonants	uniD7CE.tjmo3
14056	Hangul	OldHangul-TrailingConsonants	uniD7CF.tjmo3
14057	Hangul	OldHangul-TrailingConsonants	uniD7D0.tjmo3
14058	Hangul	OldHangul-TrailingConsonants	uniD7D1.tjmo3
14059	Hangul	OldHangul-TrailingConsonants	uniD7D2.tjmo3
14060	Hangul	OldHangul-TrailingConsonants	uniD7D3.tjmo3
14061	Hangul	OldHangul-TrailingConsonants	uniD7D4.tjmo3
14062	Hangul	OldHangul-TrailingConsonants	uniD7D5.tjmo3
14063	Hangul	OldHangul-TrailingConsonants	uniD7D6.tjmo3
14064	Hangul	OldHangul-TrailingConsonants	uniD7D7.tjmo3
14065	Hangul	OldHangul-TrailingConsonants	uniD7D8.tjmo3
14066	Hangul	OldHangul-TrailingConsonants	uniD7D9.tjmo3
14067	Hangul	OldHangul-TrailingConsonants	uniD7DA.tjmo3
14068	Hangul	OldHangul-TrailingConsonants	uniD7DB.tjmo3
14069	Hangul	OldHangul-TrailingConsonants	uniD7DC.tjmo3
14070	Hangul	OldHangul-TrailingConsonants	uniD7DD.tjmo3
14071	Hangul	OldHangul-TrailingConsonants	uniD7DE.tjmo3
14072	Hangul	OldHangul-TrailingConsonants	uniD7DF.tjmo3
14073	Hangul	OldHangul-TrailingConsonants	uniD7E0.tjmo3
14074	Hangul	OldHangul-TrailingConsonants	uniD7E1.tjmo3
14075	Hangul	OldHangul-TrailingConsonants	uniD7E2.tjmo3
14076	Hangul	OldHangul-TrailingConsonants	uniD7E3.tjmo3
14077	Hangul	OldHangul-TrailingConsonants	uniD7E4.tjmo3
14078	Hangul	OldHangul-TrailingConsonants	uniD7E5.tjmo3
14079	Hangul	OldHangul-TrailingConsonants	uniD7E6.tjmo3
14080	Hangul	OldHangul-TrailingConsonants	uniD7E7.tjmo3
14081	Hangul	OldHangul-TrailingConsonants	uniD7E8.tjmo3
14082	Hangul	OldHangul-TrailingConsonants	uniD7E9.tjmo3
14083	Hangul	OldHangul-TrailingConsonants	uniD7EA.tjmo3
14084	Hangul	OldHangul-TrailingConsonants	uniD7EB.tjmo3
14085	Hangul	OldHangul-TrailingConsonants	uniD7EC.tjmo3
14086	Hangul	OldHangul-TrailingConsonants	uniD7ED.tjmo3
14087	Hangul	OldHangul-TrailingConsonants	uniD7EE.tjmo3
14088	Hangul	OldHangul-TrailingConsonants	uniD7EF.tjmo3
14089	Hangul	OldHangul-TrailingConsonants	uniD7F0.tjmo3
14090	Hangul	OldHangul-TrailingConsonants	uniD7F1.tjmo3
14091	Hangul	OldHangul-TrailingConsonants	uniD7F2.tjmo3
14092	Hangul	OldHangul-TrailingConsonants	uniD7F3.tjmo3
14093	Hangul	OldHangul-TrailingConsonants	uniD7F4.tjmo3
14094	Hangul	OldHangul-TrailingConsonants	uniD7F5.tjmo3
14095	Hangul	OldHangul-TrailingConsonants	uniD7F6.tjmo3
14096	Hangul	OldHangul-TrailingConsonants	uniD7F7.tjmo3
14097	Hangul	OldHangul-TrailingConsonants	uniD7F8.tjmo3
14098	Hangul	OldHangul-TrailingConsonants	uniD7F9.tjmo3
14099	Hangul	OldHangul-TrailingConsonants	uniD7FA.tjmo3
14100	Hangul	OldHangul-TrailingConsonants	uniD7FB.tjmo3
14101	Hangul	OldHangul-TrailingConsonants	uni11A8.tjmo4
14102	Hangul	OldHangul-TrailingConsonants	uni11A9.tjmo4
14103	Hangul	OldHangul-TrailingConsonants	uni11AA.tjmo4
14104	Hangul	OldHangul-TrailingConsonants	uni11AB.tjmo4
14105	Hangul	OldHangul-TrailingConsonants	uni11AC.tjmo4
14106	Hangul	OldHangul-TrailingConsonants	uni11AD.tjmo4
14107	Hangul	OldHangul-TrailingConsonants	uni11AE.tjmo4
14108	Hangul	OldHangul-TrailingConsonants	uni11AF.tjmo4
14109	Hangul	OldHangul-TrailingConsonants	uni11B0.tjmo4
14110	Hangul	OldHangul-TrailingConsonants	uni11B1.tjmo4
14111	Hangul	OldHangul-TrailingConsonants	uni11B2.tjmo4
14112	Hangul	OldHangul-TrailingConsonants	uni11B3.tjmo4
14113	Hangul	OldHangul-TrailingConsonants	uni11B4.tjmo4
14114	Hangul	OldHangul-TrailingConsonants	uni11B5.tjmo4
14115	Hangul	OldHangul-TrailingConsonants	uni11B6.tjmo4
14116	Hangul	OldHangul-TrailingConsonants	uni11B7.tjmo4
14117	Hangul	OldHangul-TrailingConsonants	uni11B8.tjmo4
14118	Hangul	OldHangul-TrailingConsonants	uni11B9.tjmo4
14119	Hangul	OldHangul-TrailingConsonants	uni11BA.tjmo4
14120	Hangul	OldHangul-TrailingConsonants	uni11BB.tjmo4
14121	Hangul	OldHangul-TrailingConsonants	uni11BC.tjmo4
14122	Hangul	OldHangul-TrailingConsonants	uni11BD.tjmo4
14123	Hangul	OldHangul-TrailingConsonants	uni11BE.tjmo4
14124	Hangul	OldHangul-TrailingConsonants	uni11BF.tjmo4
14125	Hangul	OldHangul-TrailingConsonants	uni11C0.tjmo4
14126	Hangul	OldHangul-TrailingConsonants	uni11C1.tjmo4
14127	Hangul	OldHangul-TrailingConsonants	uni11C2.tjmo4
14128	Hangul	OldHangul-TrailingConsonants	uni11C3.tjmo4
14129	Hangul	OldHangul-TrailingConsonants	uni11C4.tjmo4
14130	Hangul	OldHangul-TrailingConsonants	uni11C5.tjmo4
14131	Hangul	OldHangul-TrailingConsonants	uni11C6.tjmo4
14132	Hangul	OldHangul-TrailingConsonants	uni11C7.tjmo4
14133	Hangul	OldHangul-TrailingConsonants	uni11C8.tjmo4
14134	Hangul	OldHangul-TrailingConsonants	uni11C9.tjmo4
14135	Hangul	OldHangul-TrailingConsonants	uni11CA.tjmo4
14136	Hangul	OldHangul-TrailingConsonants	uni11CB.tjmo4
14137	Hangul	OldHangul-TrailingConsonants	uni11CC.tjmo4
14138	Hangul	OldHangul-TrailingConsonants	uni11CD.tjmo4
14139	Hangul	OldHangul-TrailingConsonants	uni11CE.tjmo4
14140	Hangul	OldHangul-TrailingConsonants	uni11CF.tjmo4
14141	Hangul	OldHangul-TrailingConsonants	uni11D0.tjmo4
14142	Hangul	OldHangul-TrailingConsonants	uni11D1.tjmo4
14143	Hangul	OldHangul-TrailingConsonants	uni11D2.tjmo4
14144	Hangul	OldHangul-TrailingConsonants	uni11D3.tjmo4
14145	Hangul	OldHangul-TrailingConsonants	uni11D4.tjmo4
14146	Hangul	OldHangul-TrailingConsonants	uni11D5.tjmo4
14147	Hangul	OldHangul-TrailingConsonants	uni11D6.tjmo4
14148	Hangul	OldHangul-TrailingConsonants	uni11D7.tjmo4
14149	Hangul	OldHangul-TrailingConsonants	uni11D8.tjmo4
14150	Hangul	OldHangul-TrailingConsonants	uni11D9.tjmo4
14151	Hangul	OldHangul-TrailingConsonants	uni11DA.tjmo4
14152	Hangul	OldHangul-TrailingConsonants	uni11DB.tjmo4
14153	Hangul	OldHangul-TrailingConsonants	uni11DC.tjmo4
14154	Hangul	OldHangul-TrailingConsonants	uni11DD.tjmo4
14155	Hangul	OldHangul-TrailingConsonants	uni11DE.tjmo4
14156	Hangul	OldHangul-TrailingConsonants	uni11DF.tjmo4
14157	Hangul	OldHangul-TrailingConsonants	uni11E0.tjmo4
14158	Hangul	OldHangul-TrailingConsonants	uni11E1.tjmo4
14159	Hangul	OldHangul-TrailingConsonants	uni11E2.tjmo4
14160	Hangul	OldHangul-TrailingConsonants	uni11E3.tjmo4
14161	Hangul	OldHangul-TrailingConsonants	uni11E4.tjmo4
14162	Hangul	OldHangul-TrailingConsonants	uni11E5.tjmo4
14163	Hangul	OldHangul-TrailingConsonants	uni11E6.tjmo4
14164	Hangul	OldHangul-TrailingConsonants	uni11E7.tjmo4
14165	Hangul	OldHangul-TrailingConsonants	uni11E8.tjmo4
14166	Hangul	OldHangul-TrailingConsonants	uni11E9.tjmo4
14167	Hangul	OldHangul-TrailingConsonants	uni11EA.tjmo4
14168	Hangul	OldHangul-TrailingConsonants	uni11EB.tjmo4
14169	Hangul	OldHangul-TrailingConsonants	uni11EC.tjmo4
14170	Hangul	OldHangul-TrailingConsonants	uni11ED.tjmo4
14171	Hangul	OldHangul-TrailingConsonants	uni11EE.tjmo4
14172	Hangul	OldHangul-TrailingConsonants	uni11EF.tjmo4
14173	Hangul	OldHangul-TrailingConsonants	uni11F0.tjmo4
14174	Hangul	OldHangul-TrailingConsonants	uni11F1.tjmo4
14175	Hangul	OldHangul-TrailingConsonants	uni11F2.tjmo4
14176	Hangul	OldHangul-TrailingConsonants	uni11F3.tjmo4
14177	Hangul	OldHangul-TrailingConsonants	uni11F4.tjmo4
14178	Hangul	OldHangul-TrailingConsonants	uni11F5.tjmo4
14179	Hangul	OldHangul-TrailingConsonants	uni11F6.tjmo4
14180	Hangul	OldHangul-TrailingConsonants	uni11F7.tjmo4
14181	Hangul	OldHangul-TrailingConsonants	uni11F8.tjmo4
14182	Hangul	OldHangul-TrailingConsonants	uni11F9.tjmo4
14183	Hangul	OldHangul-TrailingConsonants	uni11FA.tjmo4
14184	Hangul	OldHangul-TrailingConsonants	uni11FB.tjmo4
14185	Hangul	OldHangul-TrailingConsonants	uni11FC.tjmo4
14186	Hangul	OldHangul-TrailingConsonants	uni11FD.tjmo4
14187	Hangul	OldHangul-TrailingConsonants	uni11FE.tjmo4
14188	Hangul	OldHangul-TrailingConsonants	uni11FF.tjmo4
14189	Hangul	OldHangul-TrailingConsonants	uniD7CB.tjmo4
14190	Hangul	OldHangul-TrailingConsonants	uniD7CC.tjmo4
14191	Hangul	OldHangul-TrailingConsonants	uniD7CD.tjmo4
14192	Hangul	OldHangul-TrailingConsonants	uniD7CE.tjmo4
14193	Hangul	OldHangul-TrailingConsonants	uniD7CF.tjmo4
14194	Hangul	OldHangul-TrailingConsonants	uniD7D0.tjmo4
14195	Hangul	OldHangul-TrailingConsonants	uniD7D1.tjmo4
14196	Hangul	OldHangul-TrailingConsonants	uniD7D2.tjmo4
14197	Hangul	OldHangul-TrailingConsonants	uniD7D3.tjmo4
14198	Hangul	OldHangul-TrailingConsonants	uniD7D4.tjmo4
14199	Hangul	OldHangul-TrailingConsonants	uniD7D5.tjmo4
14200	Hangul	OldHangul-TrailingConsonants	uniD7D6.tjmo4
14201	Hangul	OldHangul-TrailingConsonants	uniD7D7.tjmo4
14202	Hangul	OldHangul-TrailingConsonants	uniD7D8.tjmo4
14203	Hangul	OldHangul-TrailingConsonants	uniD7D9.tjmo4
14204	Hangul	OldHangul-TrailingConsonants	uniD7DA.tjmo4
14205	Hangul	OldHangul-TrailingConsonants	uniD7DB.tjmo4
14206	Hangul	OldHangul-TrailingConsonants	uniD7DC.tjmo4
14207	Hangul	OldHangul-TrailingConsonants	uniD7DD.tjmo4
14208	Hangul	OldHangul-TrailingConsonants	uniD7DE.tjmo4
14209	Hangul	OldHangul-TrailingConsonants	uniD7DF.tjmo4
14210	Hangul	OldHangul-TrailingConsonants	uniD7E0.tjmo4
14211	Hangul	OldHangul-TrailingConsonants	uniD7E1.tjmo4
14212	Hangul	OldHangul-TrailingConsonants	uniD7E2.tjmo4
14213	Hangul	OldHangul-TrailingConsonants	uniD7E3.tjmo4
14214	Hangul	OldHangul-TrailingConsonants	uniD7E4.tjmo4
14215	Hangul	OldHangul-TrailingConsonants	uniD7E5.tjmo4
14216	Hangul	OldHangul-TrailingConsonants	uniD7E6.tjmo4
14217	Hangul	OldHangul-TrailingConsonants	uniD7E7.tjmo4
14218	Hangul	OldHangul-TrailingConsonants	uniD7E8.tjmo4
14219	Hangul	OldHangul-TrailingConsonants	uniD7E9.tjmo4
14220	Hangul	OldHangul-TrailingConsonants	uniD7EA.tjmo4
14221	Hangul	OldHangul-TrailingConsonants	uniD7EB.tjmo4
14222	Hangul	OldHangul-TrailingConsonants	uniD7EC.tjmo4
14223	Hangul	OldHangul-TrailingConsonants	uniD7ED.tjmo4
14224	Hangul	OldHangul-TrailingConsonants	uniD7EE.tjmo4
14225	Hangul	OldHangul-TrailingConsonants	uniD7EF.tjmo4
14226	Hangul	OldHangul-TrailingConsonants	uniD7F0.tjmo4
14227	Hangul	OldHangul-TrailingConsonants	uniD7F1.tjmo4
14228	Hangul	OldHangul-TrailingConsonants	uniD7F2.tjmo4
14229	Hangul	OldHangul-TrailingConsonants	uniD7F3.tjmo4
14230	Hangul	OldHangul-TrailingConsonants	uniD7F4.tjmo4
14231	Hangul	OldHangul-TrailingConsonants	uniD7F5.tjmo4
14232	Hangul	OldHangul-TrailingConsonants	uniD7F6.tjmo4
14233	Hangul	OldHangul-TrailingConsonants	uniD7F7.tjmo4
14234	Hangul	OldHangul-TrailingConsonants	uniD7F8.tjmo4
14235	Hangul	OldHangul-TrailingConsonants	uniD7F9.tjmo4
14236	Hangul	OldHangul-TrailingConsonants	uniD7FA.tjmo4
14237	Hangul	OldHangul-TrailingConsonants	uniD7FB.tjmo4
14238	Hanja	UROr4E	uni4E00
14239	Hanja	UROr4E	uni4E01
14240	Hanja	UROr4E	uni4E03
14241	Hanja	UROr4E	uni4E07
14242	Hanja	UROr4E	uni4E08
14243	Hanja	UROr4E	uni4E09
14244	Hanja	UROr4E	uni4E0A
14245	Hanja	UROr4E	uni4E0B
14246	Hanja	UROr4E	uni4E0D
14247	Hanja	UROr4E	uni4E11
14248	Hanja	UROr4E	uni4E14
14249	Hanja	UROr4E	uni4E15
14250	Hanja	UROr4E	uni4E16
14251	Hanja	UROr4E	uni4E18
14252	Hanja	UROr4E	uni4E19
14253	Hanja	UROr4E	uni4E1E
14254	Hanja	UROr4E	uni4E2D
14255	Hanja	UROr4E	uni4E32
14256	Hanja	UROr4E	uni4E38
14257	Hanja	UROr4E	uni4E39
14258	Hanja	UROr4E	uni4E3B
14259	Hanja	UROr4E	uni4E42
14260	Hanja	UROr4E	uni4E43
14261	Hanja	UROr4E	uni4E45
14262	Hanja	UROr4E	uni4E4B
14263	Hanja	UROr4E	uni4E4D
14264	Hanja	UROr4E	uni4E4E
14265	Hanja	UROr4E	uni4E4F
14266	Hanja	UROr4E	uni4E56
14267	Hanja	UROr4E	uni4E58
14268	Hanja	UROr4E	uni4E59
14269	Hanja	UROr4E	uni4E5D
14270	Hanja	UROr4E	uni4E5E
14271	Hanja	UROr4E	uni4E5F
14272	Hanja	UROr4E	uni4E6B
14273	Hanja	UROr4E	uni4E6D
14274	Hanja	UROr4E	uni4E73
14275	Hanja	UROr4E	uni4E76
14276	Hanja	UROr4E	uni4E77
14277	Hanja	UROr4E	uni4E7E
14278	Hanja	UROr4E	uni4E82
14279	Hanja	UROr4E	uni4E86
14280	Hanja	UROr4E	uni4E88
14281	Hanja	UROr4E	uni4E8B
14282	Hanja	UROr4E	uni4E8C
14283	Hanja	UROr4E	uni4E8E
14284	Hanja	UROr4E	uni4E90
14285	Hanja	UROr4E	uni4E91
14286	Hanja	UROr4E	uni4E92
14287	Hanja	UROr4E	uni4E94
14288	Hanja	UROr4E	uni4E95
14289	Hanja	UROr4E	uni4E98
14290	Hanja	UROr4E	uni4E9B
14291	Hanja	UROr4E	uni4E9E
14292	Hanja	UROr4E	uni4EA1
14293	Hanja	UROr4E	uni4EA2
14294	Hanja	UROr4E	uni4EA4
14295	Hanja	UROr4E	uni4EA5
14296	Hanja	UROr4E	uni4EA6
14297	Hanja	UROr4E	uni4EA8
14298	Hanja	UROr4E	uni4EAB
14299	Hanja	UROr4E	uni4EAC
14300	Hanja	UROr4E	uni4EAD
14301	Hanja	UROr4E	uni4EAE
14302	Hanja	UROr4E	uni4EB6
14303	Hanja	UROr4E	uni4EBA
14304	Hanja	UROr4E	uni4EC0
14305	Hanja	UROr4E	uni4EC1
14306	Hanja	UROr4E	uni4EC4
14307	Hanja	UROr4E	uni4EC7
14308	Hanja	UROr4E	uni4ECA
14309	Hanja	UROr4E	uni4ECB
14310	Hanja	UROr4E	uni4ECD
14311	Hanja	UROr4E	uni4ED4
14312	Hanja	UROr4E	uni4ED5
14313	Hanja	UROr4E	uni4ED6
14314	Hanja	UROr4E	uni4ED7
14315	Hanja	UROr4E	uni4ED8
14316	Hanja	UROr4E	uni4ED9
14317	Hanja	UROr4E	uni4EDD
14318	Hanja	UROr4E	uni4EDF
14319	Hanja	UROr4E	uni4EE3
14320	Hanja	UROr4E	uni4EE4
14321	Hanja	UROr4E	uni4EE5
14322	Hanja	UROr4E	uni4EF0
14323	Hanja	UROr4E	uni4EF2
14324	Hanja	UROr4E	uni4EF6
14325	Hanja	UROr4E	uni4EF7
14326	Hanja	UROr4E	uni4EFB
14327	Hanja	UROr4F	uni4F01
14328	Hanja	UROr4F	uni4F09
14329	Hanja	UROr4F	uni4F0A
14330	Hanja	UROr4F	uni4F0B
14331	Hanja	UROr4F	uni4F0D
14332	Hanja	UROr4F	uni4F0E
14333	Hanja	UROr4F	uni4F0F
14334	Hanja	UROr4F	uni4F10
14335	Hanja	UROr4F	uni4F11
14336	Hanja	UROr4F	uni4F2F
14337	Hanja	UROr4F	uni4F34
14338	Hanja	UROr4F	uni4F36
14339	Hanja	UROr4F	uni4F38
14340	Hanja	UROr4F	uni4F3A
14341	Hanja	UROr4F	uni4F3C
14342	Hanja	UROr4F	uni4F3D
14343	Hanja	UROr4F	uni4F43
14344	Hanja	UROr4F	uni4F46
14345	Hanja	UROr4F	uni4F47
14346	Hanja	UROr4F	uni4F48
14347	Hanja	UROr4F	uni4F4D
14348	Hanja	UROr4F	uni4F4E
14349	Hanja	UROr4F	uni4F4F
14350	Hanja	UROr4F	uni4F50
14351	Hanja	UROr4F	uni4F51
14352	Hanja	UROr4F	uni4F55
14353	Hanja	UROr4F	uni4F59
14354	Hanja	UROr4F	uni4F5A
14355	Hanja	UROr4F	uni4F5B
14356	Hanja	UROr4F	uni4F5C
14357	Hanja	UROr4F	uni4F69
14358	Hanja	UROr4F	uni4F6F
14359	Hanja	UROr4F	uni4F70
14360	Hanja	UROr4F	uni4F73
14361	Hanja	UROr4F	uni4F76
14362	Hanja	UROr4F	uni4F7A
14363	Hanja	UROr4F	uni4F7E
14364	Hanja	UROr4F	uni4F7F
14365	Hanja	UROr4F	uni4F81
14366	Hanja	UROr4F	uni4F83
14367	Hanja	UROr4F	uni4F84
14368	Hanja	UROr4F	uni4F86
14369	Hanja	UROr4F	uni4F88
14370	Hanja	UROr4F	uni4F8A
14371	Hanja	UROr4F	uni4F8B
14372	Hanja	UROr4F	uni4F8D
14373	Hanja	UROr4F	uni4F8F
14374	Hanja	UROr4F	uni4F91
14375	Hanja	UROr4F	uni4F96
14376	Hanja	UROr4F	uni4F98
14377	Hanja	UROr4F	uni4F9B
14378	Hanja	UROr4F	uni4F9D
14379	Hanja	UROr4F	uni4FAE
14380	Hanja	UROr4F	uni4FAF
14381	Hanja	UROr4F	uni4FB5
14382	Hanja	UROr4F	uni4FB6
14383	Hanja	UROr4F	uni4FBF
14384	Hanja	UROr4F	uni4FC2
14385	Hanja	UROr4F	uni4FC3
14386	Hanja	UROr4F	uni4FC4
14387	Hanja	UROr4F	uni4FC9
14388	Hanja	UROr4F	uni4FCA
14389	Hanja	UROr4F	uni4FCE
14390	Hanja	UROr4F	uni4FD1
14391	Hanja	UROr4F	uni4FD3
